REGION,PROV_CODE,PROV_NAME,DIST_CODE,DIST_NAME,INC_DATE,INC_TYPE,Persons_killed,Persons_injured,Individuals_affected,Families_affected,Houses_damaged,Houses_destroyed,Season,Latitude,Longitude
Capital,2,Kapisa,202,Nejrab,2020-04-14,Flood / flash flood,0,0,119,17,17,0,Spring,35.041318,69.632485
Capital,2,Kapisa,201,Mahmud-e-Raqi,2020-04-14,Flood / flash flood,0,0,182,26,26,0,Spring,35.01233,69.382066
Eastern,7,Laghman,701,Mehtarlam,2020-04-14,Flood / flash flood,0,0,377,53,52,1,Spring,34.666954,70.071718
Eastern,13,Kunar,1302,Watapur,2020-04-14,Flood / flash flood,1,0,56,8,8,0,Spring,34.972029,71.079464
Eastern,6,Nangarhar,617,Achin,2020-04-14,Flood / flash flood,0,0,19,3,3,0,Spring,34.056653,70.650371
Eastern,13,Kunar,1312,Ghaziabad,2020-04-14,Flood / flash flood,0,0,14,2,2,0,Spring,35.209863,71.320771
Eastern,13,Kunar,1314,Nurgal,2020-04-14,Flood / flash flood,0,0,15,3,3,0,Spring,34.700584,70.728239
Eastern,7,Laghman,704,Alingar,2020-04-14,Flood / flash flood,0,0,213,39,39,0,Spring,34.833038,70.425705
Eastern,13,Kunar,1306,Shigal Wa Sheltan,2020-04-14,Flood / flash flood,1,0,82,15,15,0,Spring,35.019947,71.233756
Capital,8,Panjsher,801,Bazarak,2020-04-14,Flood / flash flood,0,0,21,3,3,0,Spring,35.383449,69.497632
Eastern,13,Kunar,1308,Chawkay,2020-04-14,Flood / flash flood,0,0,33,3,3,0,Spring,34.745481,70.862733
Eastern,13,Kunar,1309,Khaskunar,2020-04-14,Flood / flash flood,6,0,13,2,1,1,Spring,34.599138,70.919872
Eastern,13,Kunar,1307,Dara-e-Pech,2020-04-14,Flood / flash flood,0,0,70,10,10,0,Spring,34.931473,70.911379
Capital,2,Kapisa,207,Hisa-e- Awal-e- Kohestan,2020-04-14,Flood / flash flood,0,0,56,8,8,0,Spring,35.135942,69.334935
Capital,1,Kabul,101,Kabul,2020-04-14,Flood / flash flood,0,0,315,45,15,30,Spring,34.527913,69.169074
South Eastern,11,Ghazni,1101,Ghazni,2020-04-15,Flood / flash flood,0,0,56,8,0,0,Spring,33.541807,68.441991
North Eastern,17,Kunduz,1706,Khanabad,2020-04-15,Flood / flash flood,0,0,140,20,20,0,Spring,36.645961,69.105452
Western,30,Hirat,3002,Injil,2020-04-15,Flood / flash flood,0,0,53,11,13,0,Spring,34.411669,62.207729
Capital,3,Parwan,301,Charikar,2020-04-15,Flood / flash flood,0,0,70,10,10,0,Spring,34.955632,69.120882
Capital,3,Parwan,306,Salang,2020-04-15,Flood / flash flood,0,0,28,4,4,0,Spring,35.293998,69.163208
Capital,3,Parwan,302,Jabalussaraj,2020-04-15,Flood / flash flood,0,0,14,2,2,0,Spring,35.12966,69.202044
North Eastern,17,Kunduz,1701,Kunduz,2020-04-15,Flood / flash flood,0,0,91,13,13,0,Spring,36.792264,68.86046
North Eastern,17,Kunduz,1703,Qala-e-Zal,2020-04-15,Flood / flash flood,0,0,98,14,14,0,Spring,36.869394,68.346936
Capital,3,Parwan,304,Bagram,2020-04-15,Flood / flash flood,0,0,49,7,7,0,Spring,34.905671,69.377716
North Eastern,17,Kunduz,1704,Chardarah,2020-04-15,Flood / flash flood,0,0,21,3,3,0,Spring,36.662568,68.575272
Northern,28,Faryab,2802,Khwajasabzposh,2020-04-16,Flood / flash flood,0,0,168,24,10,14,Spring,36.046785,64.973365
Central Highland,10,Bamyan,1003,Yakawlang,2020-04-16,Landslide / mudflow,0,0,26,3,8,0,Spring,35.039948,66.994871
North Eastern,15,Badakhshan,1519,Tagab,2020-04-17,Flood / flash flood,1,4,7,1,0,1,Spring,36.479764,70.341949
Southern,32,Hilmand,3208,Washer,2020-04-18,Flood / flash flood,0,0,0,0,0,0,Spring,32.065661,63.938511
Southern,32,Hilmand,3207,Nawzad,2020-04-18,Flood / flash flood,0,0,0,0,0,0,Spring,32.615931,64.48616
Southern,32,Hilmand,3206,Musaqalah,2020-04-18,Flood / flash flood,0,0,0,0,0,0,Spring,32.401422,64.823719
North Eastern,16,Takhar,1605,Chal,2020-04-20,Flood / flash flood,0,0,0,0,0,0,Spring,36.47408,69.562078
South Eastern,11,Ghazni,1101,Ghazni,2020-04-22,Flood / flash flood,0,0,56,8,0,0,Spring,33.541807,68.441991
North Eastern,9,Baghlan,901,Pul-e-Khumri,2020-04-22,Flood / flash flood,0,0,7,19,0,19,Spring,36.011946,68.636293
Northern,28,Faryab,2804,Shirintagab,2020-04-22,Flood / flash flood,0,0,329,47,29,18,Spring,36.24816,64.845946
Capital,1,Kabul,101,Kabul,2020-04-23,Landslide / mudflow,0,0,399,57,37,20,Spring,34.527913,69.169074
North Eastern,16,Takhar,1601,Taloqan,2020-04-29,Flood / flash flood,0,0,280,40,34,6,Spring,36.742722,69.523116
Northern,19,Samangan,1907,Ruy-e-Duab,2020-05-01,Flood / flash flood,0,0,430,87,7,0,Spring,35.611123,67.76801
North Eastern,9,Baghlan,905,Nahrin,2020-05-01,Flood / flash flood,0,0,7,2,0,2,Spring,36.004002,69.020081
North Eastern,9,Baghlan,903,Dahana-e-Ghori,2020-05-01,Flood / flash flood,0,0,7,30,15,15,Spring,35.819115,68.42162
Northern,19,Samangan,1902,Hazrat-e- Sultan,2020-05-01,Flood / flash flood,0,0,271,34,8,0,Spring,36.336484,67.867911
Northern,19,Samangan,1906,Khuram Wa Sarbagh,2020-05-01,Flood / flash flood,0,0,163,27,1,0,Spring,35.946376,68.057426
North Eastern,16,Takhar,1601,Taloqan,2020-05-01,Flood / flash flood,0,0,602,86,66,20,Spring,36.742722,69.523116
Northern,19,Samangan,1901,Aybak,2020-05-02,Flood / flash flood,0,0,121,21,11,0,Spring,36.235103,68.237777
North Eastern,15,Badakhshan,1509,Teshkan,2020-05-02,Flood / flash flood,1,4,84,12,0,12,Spring,36.800862,70.366348
Central Highland,10,Bamyan,1002,Sayghan,2020-05-02,Flood / flash flood,0,0,26,2,0,0,Spring,35.124416,67.624207
Central Highland,10,Bamyan,1003,Yakawlang,2020-05-02,Flood / flash flood,0,0,83,9,0,0,Spring,35.039948,66.994871
Central Highland,10,Bamyan,1001,Bamyan,2020-05-02,Flood / flash flood,0,0,79,19,0,0,Spring,34.755695,67.640391
Central Highland,10,Bamyan,1006,Kahmard,2020-05-02,Flood / flash flood,0,0,8,1,6,0,Spring,35.340373,67.749258
Central Highland,10,Bamyan,1004,Panjab,2020-05-02,Flood / flash flood,0,0,145,22,6,0,Spring,34.38689,66.930673
Northern,28,Faryab,2805,Almar,2020-05-02,Landslide / mudflow,0,0,1551,312,0,0,Spring,35.81081,64.383691
Western,29,Badghis,2904,Qadis,2020-05-02,Flood / flash flood,0,0,29,5,14,0,Spring,34.798054,63.578057
Central Highland,10,Bamyan,1007,Waras,2020-05-02,Flood / flash flood,0,0,53,9,7,0,Spring,34.163208,66.930112
Western,21,Ghor,2104,Dawlatyar,2020-05-03,Flood / flash flood,0,0,110,19,1,0,Spring,34.622616,65.789997
Northern,28,Faryab,2805,Almar,2020-05-03,Landslide / mudflow,0,0,2170,310,224,86,Spring,35.81081,64.383691
Western,21,Ghor,2101,Chaghcharan,2020-05-03,Flood / flash flood,0,0,61,8,0,0,Spring,34.524334,65.238265
Eastern,13,Kunar,1301,Asadabad,2020-05-04,Flood / flash flood,0,0,14,2,2,0,Spring,34.859883,71.117064
Eastern,13,Kunar,1302,Watapur,2020-05-04,Flood / flash flood,0,0,21,3,3,0,Spring,34.972029,71.079464
Northern,19,Samangan,1906,Khuram Wa Sarbagh,2020-05-04,Flood / flash flood,0,0,575,91,2,0,Spring,35.946376,68.057426
Eastern,13,Kunar,1309,Khaskunar,2020-05-04,Flood / flash flood,0,0,21,3,1,2,Spring,34.599138,70.919872
Eastern,13,Kunar,1312,Ghaziabad,2020-05-04,Flood / flash flood,0,0,14,2,2,0,Spring,35.209863,71.320771
Northern,19,Samangan,1901,Aybak,2020-05-04,Flood / flash flood,0,0,2816,423,38,14,Spring,36.235103,68.237777
Eastern,13,Kunar,1315,Nari,2020-05-04,Flood / flash flood,0,0,35,5,5,0,Spring,35.177373,71.508298
Eastern,13,Kunar,1311,Barkunar,2020-05-04,Flood / flash flood,0,0,84,12,12,0,Spring,35.062438,71.392415
Eastern,13,Kunar,1306,Shigal Wa Sheltan,2020-05-04,Flood / flash flood,0,0,42,6,6,0,Spring,35.019947,71.233756
Eastern,13,Kunar,1304,Sarkani,2020-05-04,Flood / flash flood,0,0,7,1,1,0,Spring,34.705403,71.086416
Eastern,13,Kunar,1314,Nurgal,2020-05-04,Flood / flash flood,0,0,125,17,8,9,Spring,34.700584,70.728239
North Eastern,9,Baghlan,905,Nahrin,2020-05-05,Flood / flash flood,0,0,56,8,0,8,Spring,36.004002,69.020081
North Eastern,9,Baghlan,906,Tala Wa Barfak,2020-05-05,Flood / flash flood,0,0,84,12,0,12,Spring,35.238661,68.342849
North Eastern,15,Badakhshan,1507,Yawan,2020-05-08,Flood / flash flood,0,0,98,14,13,1,Spring,37.514601,70.388243
North Eastern,16,Takhar,1607,Farkhar,2020-05-09,Flood / flash flood,0,0,154,22,13,9,Spring,36.477265,69.963273
North Eastern,17,Kunduz,1706,Khanabad,2020-05-09,Flood / flash flood,2,0,63,9,0,9,Spring,36.645961,69.105452
North Eastern,15,Badakhshan,1501,Fayzabad,2020-05-09,Flood / flash flood,0,0,42,6,2,4,Spring,37.217022,70.62815
Eastern,6,Nangarhar,613,Dehbala,2020-05-11,Flood / flash flood,1,0,8,1,1,0,Spring,34.092342,70.449203
South Eastern,12,Paktya,1207,Lija Ahmad Khel,2020-05-12,Heavy snowfall,0,0,8,2,8,2,Spring,33.797792,69.605362
South Eastern,12,Paktya,1210,Chamkani,2020-05-12,Heavy snowfall,0,0,5,1,4,6,Spring,33.793514,69.791159
North Eastern,16,Takhar,1601,Taloqan,2020-05-12,Flood / flash flood,0,0,7,1,0,1,Spring,36.742722,69.523116
South Eastern,12,Paktya,1202,Sayedkaram,2020-05-12,Flood / flash flood,0,0,17,3,17,6,Spring,33.731336,69.469893
South Eastern,12,Paktya,1211,Dand Wa Patan,2020-05-12,Heavy snowfall,0,0,5,1,5,4,Spring,33.809267,69.901955
South Eastern,12,Paktya,1208,Alikhel (Jaji),2020-05-12,Heavy snowfall,0,0,44,6,9,3,Spring,33.954034,69.697367
South Eastern,12,Paktya,1201,Gardez,2020-05-12,Flood / flash flood,1,0,16,4,4,1,Spring,33.599864,69.229343
Capital,1,Kabul,101,Kabul,2020-05-13,Flood / flash flood,0,0,19,2,0,0,Spring,34.527913,69.169074
Western,29,Badghis,2902,Muqur,2020-05-13,Flood / flash flood,1,0,1659,237,14,7,Spring,35.108166,63.260315
Northern,20,Sar-e-Pul,2006,Balkhab,2020-05-14,Flood / flash flood,0,0,332,47,2,4,Spring,35.484525,66.58343
South Eastern,11,Ghazni,1101,Ghazni,2020-05-14,Flood / flash flood,0,0,18,3,2,2,Spring,33.541807,68.441991
North Eastern,16,Takhar,1609,Rostaq,2020-05-14,Flood / flash flood,0,0,168,24,1,0,Spring,37.110428,69.836849
Capital,2,Kapisa,203,Kohband,2020-05-14,Flood / flash flood,0,0,0,0,0,0,Spring,35.110987,69.460654
Capital,2,Kapisa,204,Hisa-e-Duwum-e-Kohestan,2020-05-14,Flood / flash flood,0,0,91,13,13,0,Spring,35.069169,69.328034
Capital,4,Wardak,401,Maydanshahr,2020-05-14,Flood / flash flood,0,0,64,11,6,0,Spring,34.464309,68.848882
Capital,2,Kapisa,201,Mahmud-e-Raqi,2020-05-14,Flood / flash flood,0,0,35,5,5,0,Spring,35.01233,69.382066
Capital,2,Kapisa,207,Hisa-e- Awal-e- Kohestan,2020-05-14,Flood / flash flood,0,0,77,11,11,0,Spring,35.135942,69.334935
North Eastern,17,Kunduz,1702,Emamsaheb,2020-05-16,Flood / flash flood,0,0,21,3,3,0,Spring,37.074314,68.851102
North Eastern,17,Kunduz,1705,Aliabad,2020-05-16,Flood / flash flood,0,0,126,18,18,0,Spring,36.548558,68.837055
Eastern,14,Nuristan,1401,Poruns,2020-05-17,Flood / flash flood,0,0,28,4,4,0,Spring,35.421264,70.787779
North Eastern,9,Baghlan,902,Baghlan-e-Jadid,2020-05-21,Flood / flash flood,0,0,21,3,3,0,Spring,36.297339,68.720497
North Eastern,9,Baghlan,911,Pul-e- Hesar,2020-05-21,Flood / flash flood,0,0,21,3,3,0,Spring,35.58662,69.535737
North Eastern,9,Baghlan,901,Pul-e-Khumri,2020-05-21,Flood / flash flood,0,0,175,25,18,7,Spring,36.011946,68.636293
Western,21,Ghor,2101,Chaghcharan,2020-05-21,Flood / flash flood,0,0,47,6,17,0,Spring,34.524334,65.238265
North Eastern,9,Baghlan,904,Doshi,2020-05-29,Flood / flash flood,0,0,35,5,0,5,Spring,35.582004,68.661703
North Eastern,15,Badakhshan,1525,Shaki,2020-05-29,Flood / flash flood,0,0,35,5,0,5,Spring,38.216157,70.697576
North Eastern,15,Badakhshan,1521,Jorm,2020-05-29,Flood / flash flood,0,0,112,16,11,5,Spring,36.724775,70.89802
North Eastern,15,Badakhshan,1503,Argo,2020-05-29,Flood / flash flood,0,0,224,32,0,32,Spring,37.031002,70.413852
North Eastern,15,Badakhshan,1513,Shuhada,2020-05-29,Flood / flash flood,0,0,49,7,5,2,Spring,37.061091,71.185928
North Eastern,15,Badakhshan,1512,Baharak,2020-05-29,Flood / flash flood,0,0,140,20,16,4,Spring,37.017329,70.910623
North Eastern,15,Badakhshan,1519,Tagab,2020-05-29,Flood / flash flood,0,0,112,16,15,1,Spring,36.479764,70.341949
North Eastern,15,Badakhshan,1501,Fayzabad,2020-05-29,Flood / flash flood,0,0,126,18,12,6,Spring,37.217022,70.62815
North Eastern,15,Badakhshan,1520,Yamgan,2020-05-29,Flood / flash flood,0,0,518,74,68,6,Spring,36.432054,70.7846
South Eastern,12,Paktya,1208,Alikhel (Jaji),2020-05-31,Flood / flash flood,0,0,84,8,5,2,Spring,33.954034,69.697367
South Eastern,12,Paktya,1202,Sayedkaram,2020-05-31,Flood / flash flood,0,0,46,6,2,0,Spring,33.731336,69.469893
South Eastern,12,Paktya,1203,Ahmadaba,2020-05-31,Flood / flash flood,0,0,38,4,3,0,Spring,33.784922,69.345758
South Eastern,12,Paktya,1201,Gardez,2020-05-31,Flood / flash flood,0,0,123,15,18,0,Spring,33.599864,69.229343
South Eastern,26,Khost,2605,Mandozayi,2020-06-01,Flood / flash flood,1,0,21,3,33,2,Summer,33.336522,69.803569
South Eastern,26,Khost,2602,Sabari,2020-06-01,Flood / flash flood,2,0,13,2,2,1,Summer,33.492199,69.952329
Eastern,13,Kunar,1308,Chawkay,2020-06-02,Flood / flash flood,0,0,4,1,1,0,Summer,34.745481,70.862733
Eastern,13,Kunar,1304,Sarkani,2020-06-02,Flood / flash flood,0,0,9,1,1,0,Summer,34.705403,71.086416
Eastern,13,Kunar,1314,Nurgal,2020-06-02,Flood / flash flood,0,0,9,1,1,0,Summer,34.700584,70.728239
Eastern,13,Kunar,1313,Chapadara,2020-06-02,Flood / flash flood,0,0,77,11,11,0,Summer,34.901138,70.700645
Eastern,13,Kunar,1305,Marawara,2020-06-02,Flood / flash flood,0,0,42,6,6,0,Summer,34.856211,71.219828
Eastern,13,Kunar,1311,Barkunar,2020-06-02,Flood / flash flood,0,0,14,2,2,0,Summer,35.062438,71.392415
Eastern,13,Kunar,1312,Ghaziabad,2020-06-02,Flood / flash flood,0,0,77,11,11,0,Summer,35.209863,71.320771
Eastern,13,Kunar,1301,Asadabad,2020-06-14,Flood / flash flood,0,0,28,4,4,0,Summer,34.859883,71.117064
North Eastern,16,Takhar,1601,Taloqan,2020-06-21,Flood / flash flood,0,0,0,0,0,0,Summer,36.742722,69.523116
Eastern,13,Kunar,1302,Watapur,2020-06-23,Flood / flash flood,0,0,14,1,1,0,Summer,34.972029,71.079464
Eastern,7,Laghman,704,Alingar,2020-06-23,Flood / flash flood,0,0,270,45,45,0,Summer,34.833038,70.425705
Eastern,7,Laghman,702,Alishang,2020-06-23,Flood / flash flood,0,0,24,4,4,0,Summer,34.866429,70.072183
Eastern,13,Kunar,1314,Nurgal,2020-06-23,Flood / flash flood,0,0,114,16,16,0,Summer,34.700584,70.728239
Eastern,13,Kunar,1309,Khaskunar,2020-06-23,Flood / flash flood,0,0,16,3,3,0,Summer,34.599138,70.919872
North Eastern,15,Badakhshan,1501,Fayzabad,2020-06-28,Flood / flash flood,0,0,7,1,18,0,Summer,37.217022,70.62815
South Eastern,26,Khost,2608,Terezayi,2020-06-30,Flood / flash flood,0,0,9,1,12,0,Summer,33.380412,70.10004
Capital,3,Parwan,303,Shinwari,2020-06-30,Flood / flash flood,0,0,133,19,19,0,Summer,35.135028,68.973098
South Eastern,26,Khost,2601,Khost (Matun),2020-06-30,Flood / flash flood,0,0,147,23,60,3,Summer,33.337571,69.91725
South Eastern,26,Khost,2605,Mandozayi,2020-06-30,Flood / flash flood,0,0,21,3,10,0,Summer,33.336522,69.803569
South Eastern,12,Paktya,1201,Gardez,2020-07-01,Flood / flash flood,0,0,46,8,6,0,Summer,33.599864,69.229343
Western,30,Hirat,3012,Obe,2020-07-01,Flood / flash flood,0,0,145,21,63,0,Summer,34.380977,63.292026
South Eastern,12,Paktya,1206,Zadran,2020-07-01,Flood / flash flood,0,0,15,3,57,0,Summer,33.416216,69.424522
South Eastern,12,Paktya,1205,Shawak,2020-07-01,Flood / flash flood,0,0,29,4,15,0,Summer,33.476481,69.331666
South Eastern,26,Khost,2601,Khost (Matun),2020-07-08,Flood / flash flood,0,0,169,29,22,0,Summer,33.337571,69.91725
South Eastern,26,Khost,2605,Mandozayi,2020-07-08,Flood / flash flood,0,0,12,2,5,0,Summer,33.336522,69.803569
Eastern,13,Kunar,1309,Khaskunar,2020-07-09,Flood / flash flood,0,0,6,1,1,0,Summer,34.599138,70.919872
Eastern,13,Kunar,1306,Shigal Wa Sheltan,2020-07-09,Flood / flash flood,0,0,28,4,4,0,Summer,35.019947,71.233756
Eastern,6,Nangarhar,608,Kuzkunar,2020-07-09,Flood / flash flood,0,0,148,28,28,0,Summer,34.579197,70.569434
Eastern,13,Kunar,1310,Dangam,2020-07-09,Flood / flash flood,0,0,49,7,7,0,Summer,35.015631,71.446189
Eastern,13,Kunar,1305,Marawara,2020-07-09,Flood / flash flood,0,0,19,3,3,0,Summer,34.856211,71.219828
Central Highland,10,Bamyan,1003,Yakawlang,2020-07-10,Flood / flash flood,0,0,21,3,0,0,Summer,35.039948,66.994871
Central Highland,10,Bamyan,1002,Sayghan,2020-07-10,Flood / flash flood,0,0,21,3,0,0,Summer,35.124416,67.624207
Central Highland,10,Bamyan,1007,Waras,2020-07-10,Flood / flash flood,2,2,203,29,0,0,Summer,34.163208,66.930112
Central Highland,10,Bamyan,1001,Bamyan,2020-07-10,Flood / flash flood,0,0,14,2,0,0,Summer,34.755695,67.640391
Capital,8,Panjsher,806,Onaba(Anawa),2020-07-13,Flood / flash flood,0,0,14,2,2,0,Summer,35.231519,69.374122
Capital,8,Panjsher,802,Shutul,2020-07-13,Flood / flash flood,0,0,7,1,1,0,Summer,35.289161,69.300461
Capital,3,Parwan,301,Charikar,2020-07-14,Flood / flash flood,0,0,84,12,12,0,Summer,34.955632,69.120882
Capital,3,Parwan,304,Bagram,2020-07-14,Flood / flash flood,0,0,49,7,7,0,Summer,34.905671,69.377716
Capital,3,Parwan,302,Jabalussaraj,2020-07-14,Flood / flash flood,0,0,49,7,7,0,Summer,35.12966,69.202044
Capital,3,Parwan,306,Salang,2020-07-14,Flood / flash flood,0,0,70,10,10,0,Summer,35.293998,69.163208
Central Highland,10,Bamyan,1005,Shibar,2020-07-17,Flood / flash flood,0,0,0,0,0,0,Summer,34.891351,68.027679
Central Highland,10,Bamyan,1001,Bamyan,2020-07-17,Flood / flash flood,1,1,112,16,16,0,Summer,34.755695,67.640391
Central Highland,10,Bamyan,1002,Sayghan,2020-07-17,Flood / flash flood,0,0,0,0,0,0,Summer,35.124416,67.624207
South Eastern,26,Khost,2601,Khost (Matun),2020-07-17,Flood / flash flood,0,0,20,3,6,2,Summer,33.337571,69.91725
Central Highland,10,Bamyan,1003,Yakawlang,2020-07-17,Flood / flash flood,0,0,21,3,3,0,Summer,35.039948,66.994871
Central Highland,10,Bamyan,1007,Waras,2020-07-17,Flood / flash flood,1,1,126,18,18,0,Summer,34.163208,66.930112
South Eastern,26,Khost,2605,Mandozayi,2020-07-17,Flood / flash flood,0,0,38,5,2,0,Summer,33.336522,69.803569
South Eastern,26,Khost,2604,Nadirshahkot,2020-07-21,Flood / flash flood,0,0,21,3,8,0,Summer,33.386827,69.687169
Eastern,13,Kunar,1306,Shigal Wa Sheltan,2020-07-25,Flood / flash flood,0,0,56,8,8,0,Summer,35.019947,71.233756
Eastern,13,Kunar,1310,Dangam,2020-07-25,Flood / flash flood,0,0,98,14,14,0,Summer,35.015631,71.446189
Eastern,13,Kunar,1313,Chapadara,2020-07-25,Flood / flash flood,0,0,14,2,2,0,Summer,34.901138,70.700645
Central Highland,10,Bamyan,1001,Bamyan,2020-07-26,Flood / flash flood,0,0,266,38,0,0,Summer,34.755695,67.640391
Eastern,6,Nangarhar,608,Kuzkunar,2020-08-01,Flood / flash flood,15,6,1844,287,196,91,Summer,34.579197,70.569434
Eastern,13,Kunar,1305,Marawara,2020-08-02,Flood / flash flood,0,0,45,6,6,0,Summer,34.856211,71.219828
Eastern,13,Kunar,1301,Asadabad,2020-08-02,Flood / flash flood,0,0,14,2,2,0,Summer,34.859883,71.117064
Eastern,7,Laghman,701,Mehtarlam,2020-08-02,Flood / flash flood,1,2,182,28,33,0,Summer,34.666954,70.071718
Eastern,13,Kunar,1314,Nurgal,2020-08-02,Flood / flash flood,0,0,24,4,4,0,Summer,34.700584,70.728239
Capital,3,Parwan,301,Charikar,2020-08-02,Flood / flash flood,0,0,1064,152,152,0,Summer,34.955632,69.120882
North Eastern,9,Baghlan,913,Khost Wa Fereng,2020-08-07,Landslide / mudflow,0,0,7,1,0,1,Summer,35.983007,69.526947
Southern,23,Uruzgan,2301,Tirinkot,2020-08-08,Flood / flash flood,0,0,0,0,0,0,Summer,32.65496,65.849924
Eastern,6,Nangarhar,621,Nazyan,2020-08-15,Flood / flash flood,2,0,17,2,2,0,Summer,34.055839,70.799091
Capital,1,Kabul,113,Surobi,2020-08-25,Flood / flash flood,1,4,406,58,58,0,Summer,34.63319,69.710301
Capital,5,Logar,503,Mohammadagha,2020-08-26,Flood / flash flood,0,0,665,95,0,95,Summer,34.201218,69.194122
South Eastern,26,Khost,2601,Khost (Matun),2020-08-26,Flood / flash flood,0,0,70,10,10,0,Summer,33.337571,69.91725
South Eastern,26,Khost,2605,Mandozayi,2020-08-26,Flood / flash flood,0,0,49,7,7,0,Summer,33.336522,69.803569
Capital,2,Kapisa,207,Hisa-e- Awal-e- Kohestan,2020-08-26,Flood / flash flood,0,0,700,100,100,0,Summer,35.135942,69.334935
Eastern,6,Nangarhar,606,Rodat,2020-08-26,Flood / flash flood,1,3,7,1,1,0,Summer,34.256662,70.550781
Capital,5,Logar,504,Barakibarak,2020-08-26,Flood / flash flood,0,0,1736,248,0,248,Summer,33.901933,68.892873
Capital,5,Logar,502,Khoshi,2020-08-26,Flood / flash flood,0,0,231,33,0,33,Summer,33.992404,69.292073
Capital,4,Wardak,402,Jalrez,2020-08-26,Flood / flash flood,3,5,784,112,0,112,Summer,34.521442,68.589387
Capital,5,Logar,501,Pul-e-Alam,2020-08-26,Flood / flash flood,0,3,3563,485,1,242,Summer,33.991566,69.046969
Capital,2,Kapisa,202,Nejrab,2020-08-26,Flood / flash flood,0,0,105,15,15,0,Summer,35.041318,69.632485
South Eastern,12,Paktya,1203,Ahmadaba,2020-08-26,Flood / flash flood,0,0,38,6,5,0,Summer,33.784922,69.345758
Capital,2,Kapisa,204,Hisa-e-Duwum-e-Kohestan,2020-08-26,Flood / flash flood,0,0,350,50,50,0,Summer,35.069169,69.328034
Eastern,7,Laghman,701,Mehtarlam,2020-08-26,Flood / flash flood,0,0,292,38,33,2,Summer,34.666954,70.071718
Capital,3,Parwan,303,Shinwari,2020-08-26,Flood / flash flood,0,0,140,20,20,0,Summer,35.135028,68.973098
Capital,2,Kapisa,205,Tagab,2020-08-26,Flood / flash flood,0,0,280,40,40,0,Summer,34.803659,69.649529
Capital,2,Kapisa,201,Mahmud-e-Raqi,2020-08-26,Flood / flash flood,0,0,350,50,50,0,Summer,35.01233,69.382066
Capital,4,Wardak,406,Chak,2020-08-26,Flood / flash flood,0,0,2023,289,289,0,Summer,34.085404,68.516192
Capital,4,Wardak,407,Saydabad,2020-08-26,Flood / flash flood,0,0,2758,394,394,0,Summer,33.934723,68.676363
Capital,4,Wardak,403,Nerkh,2020-08-26,Flood / flash flood,0,0,819,117,0,117,Summer,34.326461,68.771485
Eastern,13,Kunar,1313,Chapadara,2020-08-26,Flood / flash flood,0,0,14,2,2,0,Summer,34.901138,70.700645
Capital,3,Parwan,301,Charikar,2020-08-26,Flood / flash flood,120,140,7224,1032,632,400,Summer,34.955632,69.120882
Eastern,7,Laghman,705,Dawlatshah,2020-08-26,Flood / flash flood,0,0,84,12,9,0,Summer,35.03591,70.00979
Capital,2,Kapisa,203,Kohband,2020-08-26,Flood / flash flood,0,0,420,60,60,0,Summer,35.110987,69.460654
South Eastern,12,Paktya,1205,Shawak,2020-08-26,Flood / flash flood,0,0,6,1,12,1,Summer,33.476481,69.331666
Capital,1,Kabul,113,Surobi,2020-08-26,Flood / flash flood,2,18,558,77,22,0,Summer,34.63319,69.710301
Capital,4,Wardak,409,Jaghatu,2020-08-26,Flood / flash flood,0,0,770,110,0,110,Summer,33.812408,68.364953
Capital,3,Parwan,307,Ghorband,2020-08-26,Flood / flash flood,0,0,84,12,12,0,Summer,34.987058,68.799341
Capital,3,Parwan,306,Salang,2020-08-26,Flood / flash flood,0,0,70,10,10,0,Summer,35.293998,69.163208
South Eastern,12,Paktya,1201,Gardez,2020-08-26,Flood / flash flood,0,0,56,8,8,0,Summer,33.599864,69.229343
South Eastern,25,Paktika,2515,Bermel,2020-08-26,Flood / flash flood,0,0,497,71,71,0,Summer,32.879126,69.403228
Capital,4,Wardak,405,Daymirdad,2020-08-26,Flood / flash flood,5,0,714,102,0,102,Summer,34.202833,68.323237
South Eastern,12,Paktya,1202,Sayedkaram,2020-08-26,Flood / flash flood,0,0,7,1,9,0,Summer,33.731336,69.469893
Eastern,13,Kunar,1312,Ghaziabad,2020-08-28,Flood / flash flood,0,0,112,16,17,0,Summer,35.209863,71.320771
